,RMSE,PSRN,SSIM,UQI,ERGAS,VIFP,RASE,SCC,SAM,MSSSIM
11,0.698193162724497,3.1204881693185382,"(-0.4657954253886371, 0.7879121540108471)",0.40461215663273314,106211.83887110378,3.3945881482822315,15483.61819167513,0.5040535089718814,2.2503180428412928,(0.4743061288618203+0.21111518188037073j)
12,0.4554498091004397,6.831189512424887,"(0.28545863176804925, 0.8685486020454191)",0.7329875646492963,43619.01138856002,3.7437369366220175,6319.691435851525,0.2981065518994421,0.6906576606121414,(0.8193378875381514+0j)
13,0.31322075371245484,10.082989394338863,"(0.6744948827584327, 0.8105334008628408)",0.7137586759108493,20337.47635731332,3.276480745069165,2935.488268373636,0.48587208385990405,0.23303110660464466,(0.81528413065749+0j)
14,0.3074939490650048,10.243268518976798,"(0.6278975924381415, 0.8593094305884715)",0.8205679601893645,22726.679104208168,3.591501965531698,3285.899049885732,0.23148062386178636,0.37215241271902855,(0.8260166331791953+0j)
15,0.6399899819321138,3.876536483623964,"(-0.4777869367316256, 0.7848013774580247)",0.46060902308942947,96778.04174864819,2.9958996886476594,13971.257984981157,0.5323011044527517,1.850022425361886,(0.6732274647932133+0.29965570762861987j)
16,0.26466944249052576,11.545923948723138,"(0.6914455764151919, 0.8008372323143038)",0.8493902876864023,15358.518283094172,3.5430102854307504,2217.2980512797344,0.5978260739351002,0.3073495889617334,(0.8129688761447234+0j)
17,0.7185690106989094,2.87063032577978,"(-0.31392312408609624, 0.8105669354717168)",0.40181369026105873,142245.16316709385,3.2880949754648103,20710.76591331953,0.23357726239667906,1.8945989042795748,(0.5985934786186867+0.2664358805867421j)
18,0.4482582966027805,6.96943327076629,"(0.24371671680540974, 0.7943148233228717)",0.5023572141938405,41419.70602463725,3.452820022380705,5991.079228882152,0.5848280558848603,0.8324823051623959,(0.5754130636716412+0.25611820341619546j)
19,0.5847392182652912,4.66075554398227,"(-0.28580390320592114, 0.7869394216163387)",0.5378452783847395,62373.647379861075,3.1189575003052936,9191.71642673402,0.3361201488349994,1.665034359971453,(0.6545145108131251+0.29132651168821433j)
20,0.4747844478366031,6.470070306959087,"(0.13329356324610045, 0.758067313110154)",0.45625501170173993,39192.411188598024,3.1773396518543087,5750.621395528159,0.5133567510042754,1.113658988688855,(0.5629613245723682+0.25057589433623884j)
21,0.4213828236462282,7.506463420485937,"(0.3862785568920814, 0.7963293794080295)",0.507058528264805,38709.082965376496,3.475511373585336,5593.328166880925,0.5529935266178819,0.7168073208802976,(0.7425979943755513+0j)
22,0.5715157822716974,4.8594354432962525,"(-0.35728018666030953, 0.8114654309971332)",0.35902203145003475,59922.369301675084,3.361305749903252,8677.890785483842,0.4597625216556826,2.0229294349713656,(0.5706403868941747+0j)
23,0.6418755792925462,3.8509829421562163,"(-0.22708174918186516, 0.7877635528592188)",0.3540597999742261,122692.16315230247,3.329167663282492,17770.732709106567,0.6107378361628147,1.6504528731583015,(0.6595539676736247+0.2935695901283679j)
24,0.5872101120612644,4.624129485048346,"(-0.14851367069964386, 0.7564854222850247)",0.38986906823566264,134215.97856827624,2.906860668410656,19229.225701633957,0.4321630954053546,1.4832704806293469,(0.6281643362077398+0.2795979643094473j)
25,0.7232401529489628,2.8143494128195314,"(-0.6043051792455759, 0.7817841676793393)",0.5552474976120085,119628.67191929134,3.0506970097916324,17323.64774393788,0.48524609195602314,2.425880467680402,(0.4787091868335192+0.21307499713039854j)
26,0.5155212075188516,5.7550692800064756,"(-0.008959991461112001, 0.76184677822144)",0.47121603668400464,45139.52010080111,2.81288238758369,6635.530848685094,0.43471330244791667,1.326144212357904,(0.5871061223571439+0j)
27,0.5710281062058887,4.866850301993062,"(-0.0913580821172954, 0.7734968817750293)",0.43215850086225793,61265.6011602725,2.9890734682897886,8996.845952765667,0.4636617204539782,1.3677605191604922,(0.6778295540715205+0.3017041123526975j)
28,0.38954901515838614,8.18875778557739,"(0.4394248027547126, 0.8179672617583599)",0.6536445752907355,29187.74876100903,3.429783776696168,4249.193151977371,0.2688434758264751,0.598375125051004,(0.5724742822086095+0j)
29,0.5686468726869922,4.903146898880223,"(0.023517664994259602, 0.7773095745650321)",0.41475099994829107,54537.527305734206,3.4338529283799524,8056.317292948883,0.3926938063741239,1.230963497745378,(0.5391413446782857+0.2399735447528729j)
30,0.2840890469429889,10.930910203677078,"(0.6608791610565254, 0.8874223004028271)",0.8691868524349392,18028.08079414041,3.6689925985231384,2604.6339032736596,0.2495542714921696,0.32292661273736173,(0.8340057876644166+0j)
31,0.3955781481611386,8.05535413902754,"(0.3885268717286787, 0.8227246870241252)",0.6992806105452347,34508.674361802565,3.7010933746593664,5002.068515858492,0.43474741269446726,0.5364145821999734,(0.6331991621107536+0j)
32,0.517511975152251,5.721591924865535,"(0.1196808335157387, 0.8128135906363938)",0.17921927970318985,60691.45804824466,3.6175092690941617,8760.124907840485,0.537621066059469,1.2730835031738035,(0.5869568762500823+0j)
33,0.44026867774688516,7.125644213387839,"(0.29161907207071014, 0.7831425814412679)",0.5817567294862577,44211.61118510264,3.2285492535171953,6382.507705206557,0.5396619778782428,0.7621679598283729,(0.6960526418422865+0j)
34,0.607446558933832,4.329838475779671,"(-0.26046418565737045, 0.7895606333542647)",0.3696885628319355,76422.15650727334,3.3695332555741095,11112.398163205979,0.5410918854833232,1.585555517299018,(0.6871537971318374+0.3058543628972126j)
35,0.38732813080811757,8.238419199907728,"(0.4421493599710387, 0.7822285269869397)",0.5743865479477516,29618.87896841283,3.130526488605502,4277.770657377422,0.5289428965929368,0.5675250978914983,(0.7541340309374528+0j)
36,0.696622347509222,3.1400519514383936,"(-0.4789048577515634, 0.7909148012688219)",0.41691973884450223,122689.24391479214,3.3195313902336494,17756.935165188406,0.5212929194670021,2.023892073240312,(0.6729307394155015+0.29952363420963524j)
37,0.610816595581035,4.281783437834389,"(-0.15519019759650424, 0.7706221798510153)",0.3829480462856851,62721.798578639056,2.746708999333942,9296.88569213709,0.5606806985346988,1.5154556533923884,(0.6671742120417401+0.2969613853801139j)
38,0.6384937004488763,3.896867664919315,"(-0.1258676545779071, 0.7810602715228238)",0.3861820826238555,106181.81805031915,3.3137293591650785,15426.384927535342,0.5394533807481553,1.4656198575188588,(0.6964820296528877+0.310006389163518j)
39,0.6282633014616824,4.037166156888153,"(-0.3968155059157814, 0.7663298929964388)",0.4211261962997535,76067.78596844248,2.7578929724521886,11046.138788999602,0.441748884854199,1.9714322694043342,(0.6705452261506809+0.2984618345909182j)
