,RMSE,PSRN,SSIM,UQI,ERGAS,VIFP,RASE,SCC,SAM,MSSSIM
0,0.09464740047240956,20.47782619205791,"(0.6231298888136624, 0.626753960700304)",0.9804852830476259,6752.931330779443,1.0232345930405893,974.695055816001,0.08245993769045752,0.0998737161507045,(0.8311290325154886+0j)
1,0.17609417652115794,15.085100120466521,"(0.3933617414362635, 0.40011071936529924)",0.9035025876448676,16498.021607280614,0.6959857505097292,2378.9637351694523,0.03693574752264112,0.2853960822562632,(0.6190232736257464+0j)
2,0.1328192591810914,17.53477892863245,"(0.44640811968175037, 0.45923483656819003)",0.9394239358088198,9537.46637878869,0.9748738271759226,1375.7917278074763,0.07005810732302652,0.17211106874716167,(0.7333568428532183+0j)
3,0.15284350459446985,16.31506025602563,"(0.4762069661419143, 0.48418270347930575)",0.924111999474313,12939.29331751282,0.7265686003969373,1866.9210134609355,0.07536235184348002,0.22103351013460185,(0.691810252542022+0j)
4,0.09733536520776792,20.234586745703425,"(0.42439575112082567, 0.4270969955542512)",0.9773511596397797,6707.93837655427,0.8854510529317686,969.057691983734,0.07865824708298272,0.12455409371878211,(0.7147363614258819+0j)
5,0.10791230856794876,19.338580330017386,"(0.4034540249817469, 0.4056747724932838)",0.9721975528636785,8462.579123550975,0.3786886773273849,1221.637095181177,-0.0003542257161025901,0.16088776756656017,(0.6329769034880911+0j)
6,0.06496437057174724,23.74649529992446,"(0.8802586609361143, 0.8847347585341688)",0.976009105227647,6074.63066051332,1.0134443263694881,876.9279409270076,0.07239753957332948,0.08875648168672828,(0.9500930182986518+0j)
7,0.09875881712337516,20.108482408797133,"(0.6650306399269278, 0.6763102954516076)",0.9600591641674643,5354.865104556671,1.2527281015283311,771.7247619087118,0.17354396789034862,0.12052014350272483,(0.8432359929588831+0j)
8,0.0748862938730622,22.511953242804893,"(0.4276105738216853, 0.42982799457894855)",0.978468679553422,6610.464952469398,1.072014780855753,954.3211283295097,0.03524208776353591,0.13450831480263578,(0.689247065972241+0j)
9,0.0905165419269529,20.865440921727895,"(0.8626871328359608, 0.8798854482355393)",0.9658528530851226,5530.084886534531,1.2365781948624253,795.1835858514623,0.08629148153628897,0.0966285663378751,(0.939377295699117+0j)
10,0.1150645526847738,18.78116893043094,"(0.45432194115866037, 0.4574702886450919)",0.9672753974731269,8329.2106442538,0.9485610451055954,1202.06151448633,0.04229700797444033,0.1310819875637179,(0.78508570433311+0j)
11,0.09263931340995533,20.664093446981468,"(0.4670518936848076, 0.48334629314226535)",0.9029028308383352,13297.371344728379,0.7218467222097193,1889.6482427915807,0.04637185719660001,0.3010262573403663,(0.6526494267209327+0j)
12,0.07238747005409941,22.806732034427707,"(0.841809253823666, 0.8452707734156647)",0.9774247520080975,5914.128546452119,0.9532921826971207,852.5859271256879,0.09380616020903959,0.08754847026209554,(0.9366137503734644+0j)
13,0.08080422282557483,21.851318848388654,"(0.5089392329170167, 0.5104454871893302)",0.989193743364682,4961.406298621592,0.6732438253191139,716.1537517967377,0.04994980365082311,0.08734263790655002,(0.7716931044978559+0j)
14,0.1098178871519585,19.18653832363693,"(0.8042571105913395, 0.808356148271557)",0.9551906833514362,7090.116851294107,0.9363247633164026,1022.8680321881784,0.06655265086814467,0.12723493503146255,(0.9061229694774612+0j)
15,0.14247083245270406,16.92548076243138,"(0.3253926267644942, 0.33321174145357774)",0.8773936995664756,17998.37813063571,0.43047973921819,2598.9124226934487,0.02725107995295004,0.3168893906910378,(0.596830409991468+0j)
16,0.11440489261981322,18.83110804366565,"(0.47242615840037705, 0.4781058524655207)",0.9701878886547869,6159.334082389693,0.9899992791777334,888.9767752339386,0.03495414874869252,0.1396392017489914,(0.7351107201581597+0j)
17,0.08399732597792138,21.514690786266655,"(0.6704869198681198, 0.6956608704872727)",0.9147215726338955,11750.769293932697,0.4462466261599382,1658.8431630321925,0.023745536101837283,0.2575804374595958,(0.850552956512818+0j)
18,0.09300696847686592,20.629690220819576,"(0.47434021035838003, 0.481253204485723)",0.9599588775709827,7796.4757530292145,0.8149999122549856,1126.8735207421148,0.06274609929347578,0.15141250597868847,(0.7232998519567135+0j)
19,0.10142166557327009,19.87738523262727,"(0.4738631707195524, 0.4904719404274999)",0.9298134523885843,9883.424668868793,0.9002067315107904,1434.1893285266278,0.01016994618373044,0.21184610919274874,(0.6845811354362343+0j)
20,0.1264663863973433,17.960497812611138,"(0.321448864843958, 0.3248916757903937)",0.9572379281469425,10118.081396631733,0.5654757530758578,1458.9047281969533,0.01608319837989187,0.21626430380421882,(0.6081292286831506+0j)
21,0.10448214213408251,19.619158638019652,"(0.42884315142435564, 0.43332142177252964)",0.9662149050931538,8016.435886416599,0.9301178767110826,1157.6378885862114,0.029516830644839332,0.14831897997911833,(0.7003369891206299+0j)
22,0.08208693022817985,21.7145197033189,"(0.5949736871640018, 0.6005261871192913)",0.9618685953466609,7766.931562141654,0.9907214020713458,1123.1609460948534,0.04040214388549208,0.16557765882093403,(0.6969071473664777+0j)
23,0.14053530832118344,17.04429098384735,"(0.39819904878282575, 0.41653026177639035)",0.8374306219463522,19580.425249043554,0.8500778632596652,2826.8993403302566,0.04225439639198189,0.31395506491413033,(0.6138445243416689+0j)
24,0.1371378545053289,17.256852985379236,"(0.30722001265594856, 0.323774380120879)",0.8657278276158168,20258.04464873501,0.3898110689132292,2946.656171220551,0.0075810484635518,0.3137642824057129,(0.5912455947991864+0j)
25,0.10741367468584267,19.378808513780584,"(0.36818290282148974, 0.38022705757541814)",0.8843595442486393,16735.87016785628,0.6871084392688226,2399.1292704224165,0.051419889626673855,0.3360663835465217,(0.6029621625766245+0j)
26,0.10992962686338277,19.17770492327179,"(0.370998633731974, 0.37968037551659145)",0.954254477485016,9413.040313038586,0.4686099699966045,1356.8740667232137,0.042976736583850796,0.2104698218601919,(0.5953792130586326+0j)
27,0.14490957933612478,16.77805808556502,"(0.3723759081403783, 0.38530439064514593)",0.8854348343564298,14227.627494991244,0.5134883028415974,2052.2564902977256,-0.0120820541313564,0.3092295495199649,(0.6412007783879409+0j)
28,0.10703574314809165,19.409423425765677,"(0.7229436167630127, 0.7257996963089789)",0.9765675439990749,6071.384503441447,0.6749917239918966,876.0397636936763,0.014942084879833112,0.15127094673336405,(0.8681300339965161+0j)
29,0.13218414743535567,17.5764125148843,"(0.5862446343351694, 0.6224828698091902)",0.8885826747321061,11171.786394832596,0.7464451129672316,1600.8383378765516,0.0958854206637737,0.21411850355798348,(0.8193505919077796+0j)
30,0.09177289797126333,20.745711081712066,"(0.8913738861885997, 0.898290455428775)",0.9661827030019352,5342.629485353523,1.21347812134853,771.3962594896154,0.12917341126256363,0.09808297168051013,(0.9428891414351211+0j)
31,0.12425685886515418,18.11359258548223,"(0.7117006513031042, 0.7192114562982385)",0.9533846188717084,7548.646430993597,0.8783997126589976,1089.5378822753232,0.0710740050682218,0.15906899173362565,(0.8646255466059105+0j)
32,0.11448615044806261,18.824940947316282,"(0.5050581568462543, 0.5155444324357866)",0.9386582730228636,11541.586066759202,0.8826481128724916,1666.0307914444743,0.06037468497770727,0.16793557872220743,(0.7423680329494478+0j)
33,0.12061547232579355,18.37193956287082,"(0.39364635603486287, 0.39588141567652135)",0.9599978782392276,9687.121226080922,0.5185029453876006,1397.9497735293232,0.03641206760296522,0.1788576223856805,(0.698281049351989+0j)
34,0.14241857506147085,16.928667275696835,"(0.46870884811642655, 0.5156085653586394)",0.8727198057937637,15650.589345584425,0.9063218915955981,2255.1971759091234,0.05792296112424659,0.31567433618879487,(0.7214077836607504+0j)
35,0.13494446427271847,17.39689852968876,"(0.3469987980426313, 0.35204736612174464)",0.9479527573217116,9986.420655868933,0.5724555493758546,1441.3459347351422,0.02809417664385412,0.1884002889425447,(0.5792534803655226+0j)
36,0.11904179955963037,18.486010330031466,"(0.46133767749058546, 0.4950614592916631)",0.858714223746174,16150.30323495393,0.7283771739312187,2325.4735210170124,0.05331560208286209,0.33229025740253587,(0.7278901197564256+0j)
37,0.1441975083101958,16.820844880609457,"(0.3122845405439688, 0.3177105418154682)",0.8772732915143208,13903.539089071419,0.316151062187351,2020.0701523422858,0.03279770195897632,0.34732256746777646,(0.5586960513303781+0j)
38,0.12937312706651818,17.76311848860838,"(0.46948898711203685, 0.4805616492885663)",0.89298736292046,16741.45930171883,0.5663387312304495,2415.9652179689792,0.041743287243959454,0.261868563206025,(0.7188602587496041+0j)
39,0.12889728846442047,17.795124370903373,"(0.25586069609089523, 0.25868607732965226)",0.9120424808166017,14074.033603676215,0.36543039847318654,2032.1020675176053,-0.008699166201505017,0.3252951822415127,(0.5273155084377132+0j)
